date,term,sku,position,clicks
23-Jan-24,ox200,RAD64003899,1:01,2
24-Jan-24,ac5,AC 5,1:01,2
24-Jan-24,acetylene,AC 4,1:01,2
24-Jan-24,AI UZ300,AI UZ300,1:01,2
24-Jan-24,Argon,AR 300,1:02,2
24-Jan-24,cd50,CD 50,1:01,2
24-Jan-24,ear plugs,MOL6445,1:18,2
24-Jan-24,gloves,RAD64057367,4:05,2
24-Jan-24,gloves,TIL1470L,4:14,2
24-Jan-24,he uhp300,HE UHP300,1:01,2
24-Jan-24,NI UHP300,NI UHP300,1:01,2
24-Jan-24,Ox 300,OX 300,1:01,2
24-Jan-24,pr 33,PR 33,1:02,2
24-Jan-24,REGULATOR,Y121215C540-AL,1:03,2
25-Jan-24,helium,HE 60LT,1:09,2
25-Jan-24,helium,HE UHP300,1:01,2
25-Jan-24,Ni NF200,NI NF200,1:01,2
25-Jan-24,ox uspea,OX USPEA,1:01,2
25-Jan-24,oxygen,OX UHP300,1:07,2
25-Jan-24,safety glasses,CRELW2150,1:06,2
26-Jan-24,ni 230lt22,NI 230LT22,1:01,2
26-Jan-24,ox uspeawbds,OX USPEAWBDS,1:01,2
28-Jan-24,earplugs,MOL6604,1:01,2
28-Jan-24,helium,HE UHPC63,1:05,2
29-Jan-24,AI UZ300,AI UZ300,1:01,2
29-Jan-24,Argon,AR 300,1:02,2
29-Jan-24,he uhp300,HE UHP300,1:01,2
29-Jan-24,leather gloves,MF1LFF-75-010,1:09,2
29-Jan-24,NI UHP300,NI UHP300,1:01,2
29-Jan-24,nitrogen,NI 300,1:05,2
29-Jan-24,nitrous oxide,X03NI99C15A02H9,1:04,2
29-Jan-24,ox uspeawbds,OX USPEAWBDS,1:01,2
29-Jan-24,ox uspeawbds,OX USPEAWBDSEMS,1:03,2
29-Jan-24,ox uspeawbds,OX USPEAWBDSMRI,1:02,2
29-Jan-24,PR 33A,PR 33A,1:01,2
29-Jan-24,pr33,PR 33A,1:01,2
30-Jan-24,ar 300,AR 300,1:01,2
30-Jan-24,ar cd10300,AR CD10300,1:01,2
30-Jan-24,ox uspeawbds,OX USPEAWBDS,1:01,2
30-Jan-24,safety glasses,CREBK110,1:01,2
31-Jan-24,cd 50,CD 50,1:02,2
31-Jan-24,OX USP200,OX USP200,1:01,2
31-Jan-24,oxygen,OX 200,1:03,2
1-Feb-24,arcd25300,HAR0404360,1:01,2
1-Feb-24,MIL216326,MIL216326,1:01,2
2-Feb-24,co2,CD FG50,1:06,2
2-Feb-24,cut resistant gloves,PIP44-3745/L,1:02,2
2-Feb-24,propane,PR 33A,1:01,2
2-Feb-24,safety glasses,RAD64051205,1:02,2
5-Feb-24,ar 300,AR 300,1:01,2
5-Feb-24,ar uhp300,AR UHP300,1:01,2
5-Feb-24,cd usp50,CD USP50,1:01,2
5-Feb-24,gloves,B13300L-09,1:01,2
5-Feb-24,he uhp300,HE UHP300,1:01,2
5-Feb-24,ox uspea,OX USPEA,1:01,2
5-Feb-24,pr33,PR 33,1:02,2
5-Feb-24,safety glasses,CREBK110,1:01,2
6-Feb-24,Ar cd25125,AR CD25125,1:01,2
6-Feb-24,cd 50,CD 50,1:02,2
6-Feb-24,cd usp50,CD USP50,1:01,2
6-Feb-24,earplugs,HONSMF-30BU,2:01,2
6-Feb-24,er70s-6,RAD64004016,1:01,2
6-Feb-24,Hard hat,MSA475358,1:01,2
6-Feb-24,OX USP200,OX USP200,1:01,2
12-Oct-23,7018,LINED028281,1:01,1
12-Oct-23,AC 4,AC 4,1:01,1
12-Oct-23,acetylene,AC 4,1:01,1
12-Oct-23,acetylene,AC B,1:04,1
12-Oct-23,acetylene,NI 230LT22,1:01,1
12-Oct-23,AI USPE,AI USPE,1:01,1
12-Oct-23,air,AI UZ300,1:01,1
12-Oct-23,ar 300,AR 300,1:01,1
12-Oct-23,ar cd10300,AR CD10300,1:01,1
12-Oct-23,ar cd25300,AR CD25300,1:01,1
12-Oct-23,Argon,AR 125,1:03,1
12-Oct-23,Argon,AR 300,1:01,1
12-Oct-23,carbon dioxide,CD 50,1:01,1
12-Oct-23,carbon dioxide,CD 50S,1:05,1
12-Oct-23,co2,CD 50,1:01,1
12-Oct-23,compressed air,AI 300,1:10,1
12-Oct-23,compressed air,AI UZ300,1:01,1
12-Oct-23,cut resistant gloves,ANE11-542-10,1:02,1
12-Oct-23,cut resistant gloves,ANE11-542-9,1:01,1
12-Oct-23,cut resistant gloves,ANE11-757-11,1:09,1
12-Oct-23,cut resistant gloves,ANE11-757-6,1:12,1
12-Oct-23,cut resistant gloves,ANE11-757-8,1:07,1
12-Oct-23,cut resistant gloves,PF34045-L,3:20,1
12-Oct-23,cut resistant gloves,RAD64056918,1:04,1
12-Oct-23,cut resistant gloves,RAD64056929,1:01,1
12-Oct-23,cut resistant gloves,TIL958L,1:04,1
12-Oct-23,dry ice,CD ICEG1,1:09,1
12-Oct-23,face shield,CRE181640,1:14,1
12-Oct-23,face shield,HONS8500,1:02,1
12-Oct-23,face shield,SEL29080,1:08,1
12-Oct-23,flap disc,3MA051141-55605,1:02,1
12-Oct-23,he uhp300,HE UHP300,1:01,1
12-Oct-23,helium,HE 200,1:02,1
12-Oct-23,helium,HE UHP300,1:01,1
12-Oct-23,hydrogen,HY 200,1:02,1
12-Oct-23,liquid nitrogen,NI 180LT22,1:04,1
12-Oct-23,ni 230lt22,NI 230LT22,1:01,1
12-Oct-23,ni 300,NI 300,1:02,1
12-Oct-23,NI C23,NI C23,1:01,1
12-Oct-23,nitrogen,NI 200,1:03,1
12-Oct-23,nitrogen,NI 230LT22,1:02,1
12-Oct-23,nitrogen,NI NF200,1:04,1
12-Oct-23,nitrous oxide,NS UHP33A,1:08,1
12-Oct-23,nitrous oxide,X02NS99U2002344,1:01,1
12-Oct-23,PR 33A,PR 33A,1:01,1
12-Oct-23,pr33,PR 33,1:01,1
12-Oct-23,propane,PR 33A,1:01,1
12-Oct-23,REGULATOR,Y111213B580-AL,19:01,1
12-Oct-23,REGULATOR,Y111213B660-AL,13:01,1
12-Oct-23,REGULATOR,Y1112712B-AL,18:01,1
12-Oct-23,REGULATOR,Y11AS215D580-AG,21:01,1
12-Oct-23,REGULATOR,Y11C198K580-AG,8:01,1
12-Oct-23,REGULATOR,Y11N115H-AG,5:01,1
12-Oct-23,REGULATOR,Y11N115H350-AG,9:01,1
12-Oct-23,REGULATOR,Y11N115H540-AG,7:01,1
12-Oct-23,REGULATOR,Y11N198K580-AG,11:01,1
12-Oct-23,REGULATOR,Y11N245E540-AG,23:01,1
12-Oct-23,REGULATOR,Y11N245G580-AG,4:01,1
12-Oct-23,REGULATOR,Y121215C540-AL,20:01,1
12-Oct-23,REGULATOR,Y1212172C660-AL,16:01,1
12-Oct-23,REGULATOR,Y12244D580-AG,1:01,1
12-Oct-23,REGULATOR,Y12AS244F590-AG,22:01,1
12-Oct-23,REGULATOR,Y12C445A510-AG,17:01,1
12-Oct-23,REGULATOR,Y12C445AA660-AG,15:01,1
12-Oct-23,REGULATOR,Y12C645A580-AG,10:01,1
12-Oct-23,REGULATOR,Y12C645F580-AG,3:01,1
12-Oct-23,REGULATOR,Y12N175B590-AG,14:01,1
12-Oct-23,REGULATOR,Y12N245B346-AG,12:01,1
12-Oct-23,REGULATOR,Y12T265D580-AG,6:01,1
12-Oct-23,safety glasses,CREKD112,2:01,1
12-Oct-23,safety glasses,CRETK110,2:12,1
12-Oct-23,safety glasses,PIP250-01-0000,8:01,1
12-Oct-23,safety glasses,RAD64051220,1:02,1
12-Oct-23,soapstone,RAD64002307,1:04,1
12-Oct-23,welding gloves,PIP6143/XL,2:20,1
12-Oct-23,welding gloves,RAD64057865,2:07,1
13-Oct-23,ac4,AC 4,1:01,1
13-Oct-23,ai usp200,AI USP200,1:01,1
13-Oct-23,AI UZ300,AI UZ300,1:01,1
13-Oct-23,ar cd25300,AR CD25300,1:01,1
13-Oct-23,ar uhp300,AR UHP300,1:01,1
13-Oct-23,Argon,AR 125,1:03,1
13-Oct-23,Argon,AR UHP35,1:13,1
13-Oct-23,Cd uspe,CD USPE,1:01,1
13-Oct-23,cd50,CD 50,1:01,1
13-Oct-23,co2,SELS28311,1:07,1
13-Oct-23,co2,SELS29301,1:05,1
13-Oct-23,co2,SELS29411-08E,1:01,1
13-Oct-23,cut resistant gloves,ANE11-542-11,2:05,1
13-Oct-23,cut resistant gloves,MEG93861XL,2:01,1
13-Oct-23,dry ice,CD ICECB2,1:03,1
13-Oct-23,earplugs,HONMAX-1,1:02,1
13-Oct-23,gloves,MEG9672DT2L,9:20,1
13-Oct-23,liquid nitrogen,NI FG20,1:07,1
13-Oct-23,liquid nitrogen,NI UHP230LT230,1:16,1
13-Oct-23,MIL216326,MIL216326,1:01,1
13-Oct-23,ni 230lt22,NI 230LT22,1:01,1
13-Oct-23,ni 300,NI 300,1:02,1
13-Oct-23,NI UHP300,NI UHP300,1:01,1
13-Oct-23,nitrogen,NI 300,1:14,1
13-Oct-23,OX 200,OX 200,1:01,1
13-Oct-23,ox uspeawbds,OX USPEAWBDS,1:01,1
13-Oct-23,oxygen,OX USP125,1:16,1
13-Oct-23,oxygen,RAD64003579,1:03,1
13-Oct-23,pr33,PR 33,1:01,1
13-Oct-23,propane,PR 33,1:02,1
13-Oct-23,propane,PR 33A,1:01,1
13-Oct-23,REGULATOR,VIC0781-0527,1:13,1
13-Oct-23,REGULATOR,Y121215D660-AL,1:20,1
13-Oct-23,REGULATOR,Y121225B660-AL,1:07,1
13-Oct-23,safety glasses,CREOG110AF,1:09,1
13-Oct-23,safety glasses,HONA800,1:14,1
13-Oct-23,safety glasses,HONS4200HS,1:20,1
13-Oct-23,safety glasses,RAD64051206,1:07,1
13-Oct-23,safety glasses,RAD64051215,1:11,1
13-Oct-23,safety glasses,RAD64051240,1:20,1
13-Oct-23,tyvek,DPPTY120SWH2X00,1:04,1
13-Oct-23,tyvek,DPPTY120SWH5X00,2:14,1
13-Oct-23,tyvek,DPPTY120SWHLG00,1:05,1
13-Oct-23,tyvek,DPPTY120SWHMD00,1:15,1
13-Oct-23,tyvek,DPPTY120SWHXL00,1:02,1
13-Oct-23,tyvek,DPPTY125SWH4X00,2:01,1
14-Oct-23,cd50,RAD64053222,1:01,1
14-Oct-23,liquid nitrogen,CD 50,1:01,1
16-Oct-23,7018,LINED028702,1:09,1
16-Oct-23,AC 4,AC 4,1:01,1
16-Oct-23,acetylene,AC 4,1:01,1
16-Oct-23,acetylene,AC 5,1:02,1
16-Oct-23,acetylene,AC 5,1:03,1
16-Oct-23,acetylene,AC B,1:04,1
16-Oct-23,AI UZ300,AI UZ300,1:01,1
16-Oct-23,ar cd25300,AR CD25300,1:01,1
16-Oct-23,Argon,AR 20,4:03,1
16-Oct-23,Argon,AR UHP300,1:02,1
16-Oct-23,Argon,AR UHP35,1:13,1
16-Oct-23,carbon dioxide,CD 50S,1:05,1
16-Oct-23,co2,NI NF230LT230,1:10,1
16-Oct-23,compressed air,AI UZ300,1:01,1
16-Oct-23,ear plugs,3MR310-1001,1:14,1
16-Oct-23,ear plugs,MOL6604,1:01,1
16-Oct-23,ear plugs,RAD64051841,1:06,1
16-Oct-23,earplugs,3MR340-4004,1:16,1
16-Oct-23,earplugs,HONLL-1,1:04,1
16-Oct-23,er70s-6,RAD64004060,1:04,1
16-Oct-23,flap disc,RAD64000869,1:04,1
16-Oct-23,helium,HE 200,1:02,1
16-Oct-23,helium,HE UHP300,1:01,1
16-Oct-23,leather gloves,RAD64057530,1:01,1
16-Oct-23,ni 300,NI 300,1:02,1
16-Oct-23,Ni NF200,NI NF200,1:01,1
16-Oct-23,NI UHP300,NI UHP300,1:01,1
16-Oct-23,nitrogen,NI 125,1:01,1
16-Oct-23,nitrogen,NI 300,1:15,1
16-Oct-23,nitrogen,NI UHP300,1:01,1
16-Oct-23,nitrous oxide,NS USP56,1:01,1
16-Oct-23,Ox 300,OX 300,1:01,1
16-Oct-23,oxygen,RAD64003565,1:12,1
16-Oct-23,oxygen tank,OX USPE,1:06,1
16-Oct-23,PR 33A,AC 4,1:01,1
16-Oct-23,PR 33A,NI C23,1:01,1
16-Oct-23,pr33,PR 33A,1:02,1
16-Oct-23,propane,LINK2981-L,1:11,1
16-Oct-23,propane,LINK2981-XL,2:01,1
16-Oct-23,propane,LINK2983-L,2:03,1
16-Oct-23,propane,LINK2983-M,2:10,1
16-Oct-23,propane,MIL269618,2:02,1
16-Oct-23,propane,PR 20,1:04,1
16-Oct-23,propane,PR 33A,1:01,1
16-Oct-23,propane,RAD64056448,1:14,1
16-Oct-23,propane,TIL44M,7:11,1
16-Oct-23,safety glasses,RAD64051220,1:02,1
17-Oct-23,7018,LINED028280,1:01,1
17-Oct-23,AC 4,AC 4,1:01,1
17-Oct-23,Argon,KR R30010000LT,1:03,1
17-Oct-23,Argon,KR R6A100LT,1:02,1
17-Oct-23,co2,CD 50,1:01,1
17-Oct-23,co2,CD FG5,1:15,1
17-Oct-23,dry ice,CD ICEG1,1:09,1
17-Oct-23,ear plugs,HONMAX-30,1:04,1
17-Oct-23,earplugs,RAD64051841,1:06,1
17-Oct-23,flap disc,RAD64051207,1:19,1
17-Oct-23,gloves,PIPKS992K/XL,1:19,1
17-Oct-23,gloves,TIL1414L,1:01,1
17-Oct-23,gloves,TIL1414M,1:02,1
17-Oct-23,gloves,TIL1414XL,1:03,1
17-Oct-23,Hard hat,MSA475408,1:12,1
17-Oct-23,Hard hat,RAD64051010,1:11,1
17-Oct-23,hy uhp300,HY UHP300,1:01,1
17-Oct-23,MIL216326,MIL216326,1:01,1
17-Oct-23,ni 300,NI 300,1:02,1
17-Oct-23,ni 300,NI UHP300,1:01,1
17-Oct-23,ni nf230lt22,NI NF230LT22,1:01,1
17-Oct-23,nitrogen,NI FG200,1:15,1
17-Oct-23,nitrogen,NI NF200,1:04,1
17-Oct-23,OX 200,RAD64001958,1:01,1
17-Oct-23,ox uspea,OX USPEA,1:01,1
17-Oct-23,oxuspeawbds,OX USPEAWBDS,1:01,1
17-Oct-23,oxygen,AC 4,1:01,1
17-Oct-23,oxygen,OX 200,1:01,1
17-Oct-23,oxygen,OX UHP300,1:06,1
17-Oct-23,safety glasses,CREKD110,1:10,1
17-Oct-23,safety glasses,CRESR118B,8:20,1
17-Oct-23,safety glasses,HONS2945,3:18,1
17-Oct-23,safety glasses,K4521303,3:07,1
17-Oct-23,safety glasses,RAD64051205,1:01,1
17-Oct-23,tyvek,DPPTY125SWH2X00,1:10,1
17-Oct-23,welding gloves,MF1WS-FLX-010,1:01,1
18-Oct-23,acetylene,AC 4N300,1:05,1
18-Oct-23,Argon,AR CD25300,1:04,1
18-Oct-23,carbon dioxide,CD 50,1:01,1
18-Oct-23,co2,CD 50,1:01,1
18-Oct-23,co2,CD USP50,1:02,1
18-Oct-23,co2,CD USPE,1:03,1
18-Oct-23,compressed air,AI UZ200,1:09,1
18-Oct-23,compressed air,AI UZ300,1:01,1
18-Oct-23,cut resistant gloves,ANE11-518-9,2:09,1
18-Oct-23,cut resistant gloves,MEG93860S,1:07,1
18-Oct-23,cut resistant gloves,MEG9676S,2:02,1
18-Oct-23,cut resistant gloves,PIP713HGWU/L,1:16,1
18-Oct-23,cut resistant gloves,PIP713HGWU/XL,2:04,1
18-Oct-23,dry ice,CD ICEG1,1:03,1
18-Oct-23,dry ice,CD ICEP3BL,1:01,1
18-Oct-23,ear plugs,3MR311-1251,3:10,1
18-Oct-23,ear plugs,3MR311-1254,3:02,1
18-Oct-23,ear plugs,3MR318-1001,1:05,1
18-Oct-23,ear plugs,3MR391-1004,1:01,1
18-Oct-23,ear plugs,HONLT-30,1:13,1
18-Oct-23,ear plugs,HONMAX-30,1:01,1
18-Oct-23,ear plugs,MOL6702,1:17,1
18-Oct-23,ear plugs,MOL6945,2:11,1
18-Oct-23,ear plugs,RAD64051842,1:04,1
18-Oct-23,flap disc,RAD64000951,2:04,1
18-Oct-23,flap disc,RAD64000955,2:06,1
18-Oct-23,gloves,RAD64057408,1:11,1
18-Oct-23,helium,HE BL200,1:03,1
18-Oct-23,liquid nitrogen,NI NF230LT22,1:01,1
18-Oct-23,ni 300,NI 300,1:02,1
18-Oct-23,nitrile gloves,B137500PFM,1:18,1
18-Oct-23,nitrile gloves,B138005PFXL,1:03,1
18-Oct-23,nitrile gloves,B139700PFXL,2:04,1
18-Oct-23,nitrogen,NI 200,1:03,1
18-Oct-23,OX 200,MIL000068,1:01,1
18-Oct-23,OX 200,OX 200,1:01,1
18-Oct-23,Ox 300,ALE1410,1:01,1
18-Oct-23,OX USP200,OX USP200,1:01,1
18-Oct-23,ox uspea,OX USPEA,1:01,1
18-Oct-23,ox uspeawbds,OX USPEAWBDS,1:01,1
18-Oct-23,oxygen,AC 4,1:01,1
18-Oct-23,oxygen,AC 4N300,1:05,1
18-Oct-23,oxygen,OX 60,4:07,1
18-Oct-23,PR 33A,PR 33A,1:01,1
18-Oct-23,pr33,PR 33,1:01,1
18-Oct-23,propane,RAD64005643,1:04,1
18-Oct-23,rad64051205,MLKB122-L-XL,1:01,1
18-Oct-23,safety glasses,3MR11872-00000,3:01,1
18-Oct-23,safety glasses,CREBK110AF,1:04,1
18-Oct-23,safety glasses,CRECL112,2:07,1
18-Oct-23,safety glasses,CREDM1310PF,8:01,1
18-Oct-23,safety glasses,CRERP210AF,1:15,1
18-Oct-23,safety glasses,HONA703,2:14,1
18-Oct-23,safety glasses,K4525652,2:08,1
18-Oct-23,safety glasses,K4525688,1:01,1
18-Oct-23,safety glasses,RAD64051205,1:01,1
18-Oct-23,safety glasses,RAD64051206,1:07,1
18-Oct-23,tyvek,DPPTY120SWHLG00,1:05,1
18-Oct-23,tyvek,DPPTY120SWHXL00,1:02,1
18-Oct-23,welding gloves,TIL1018L,2:03,1
19-Oct-23,acetylene,AC 4,1:01,1
19-Oct-23,ar cd25300,AR CD25300,1:01,1
19-Oct-23,Argon,3MR8210V,1:01,1
19-Oct-23,Argon,KR R33A500LT,1:01,1
19-Oct-23,carbon dioxide,CD FG5,1:16,1
19-Oct-23,Cd uspe,CD USPE,1:01,1
19-Oct-23,co2,CD I200,2:02,1
19-Oct-23,ear plugs,3MR312-1252,2:01,1
19-Oct-23,earplugs,HONLPF-1,1:05,1
19-Oct-23,earplugs,MOL6604,1:01,1
19-Oct-23,er70s-6,RAD64004016,1:01,1
19-Oct-23,er70s-6,RAD64057641,1:01,1
19-Oct-23,flap disc,RAD64000950,1:06,1
19-Oct-23,gloves,MCRN481,1:11,1
19-Oct-23,gloves,MCRN482,1:09,1
19-Oct-23,gloves,MF1D01-09-009-100,1:08,1
19-Oct-23,gloves,RAD64057209,2:02,1
19-Oct-23,Hard hat,SEL20900,1:02,1
19-Oct-23,Hard hat,SEL20903,1:11,1
19-Oct-23,helium,HE UHP300,1:01,1
19-Oct-23,hydrogen,HY UHP300,1:01,1
19-Oct-23,leather gloves,TIL1424XL,3:13,1
19-Oct-23,liquid nitrogen,NI UHP230LT230,1:16,1
19-Oct-23,MIL216326,MIL216326,1:01,1
19-Oct-23,NI UHP300,NI UHP300CT,1:03,1
19-Oct-23,ox 125,OX 125,1:01,1
19-Oct-23,OX USP200,OX USP200,1:01,1
19-Oct-23,oxuspeawbds,OX USPEAWBDS,1:01,1
19-Oct-23,pr 33,PR 33,1:01,1
19-Oct-23,propane,PR 100,1:03,1
19-Oct-23,propane,PR 33A,1:01,1
19-Oct-23,REGULATOR,HCL3003541,7:12,1
19-Oct-23,REGULATOR,Y11241D-AG,2:14,1
19-Oct-23,safety glasses,HONA900,2:03,1
19-Oct-23,safety glasses,RAD64051240,1:20,1
19-Oct-23,safety glasses,RAD64051420,1:02,1
19-Oct-23,welding gloves,MF1WS-FLX-011,1:02,1
20-Oct-23,ac4,AC 4,1:01,1
20-Oct-23,acetylene,AC 5,1:02,1
20-Oct-23,acetylene,AC A10,1:18,1
20-Oct-23,ar cd25300,AR CD25300,1:01,1
20-Oct-23,Argon,AR UHP300,1:02,1
20-Oct-23,argon tank,AR 125,1:03,1
20-Oct-23,cd usp50,CD USP50,1:01,1
20-Oct-23,cd50,CD 50,1:01,1
20-Oct-23,ear plugs,RAD64051841,1:06,1
20-Oct-23,er70s-6,RAD64004181,1:04,1
20-Oct-23,gloves,RAD64056408,3:01,1
20-Oct-23,gloves,RAD64056409,2:04,1
20-Oct-23,gloves,RAD64057187,2:06,1
20-Oct-23,he uhp300,HE UHP300,1:01,1
20-Oct-23,he uhp300,HE UHP300BA,1:03,1
20-Oct-23,he uhp300,HE UHP300CT,1:02,1
20-Oct-23,hydrogen,HY UHP300,1:01,1
20-Oct-23,leather gloves,RAD64056157,2:01,1
20-Oct-23,ni 300,NI 300,1:02,1
20-Oct-23,ni 300,NI UHP300,1:01,1
20-Oct-23,nitrile gloves,B137700PFTL,1:05,1
20-Oct-23,Ox 300,OX 300,1:01,1
20-Oct-23,OX USP200,OX USP200,1:01,1
20-Oct-23,ox uspe,OX USPE,1:01,1
20-Oct-23,ox200,RGMSM-TBCF-1G,1:09,1
20-Oct-23,oxygen,OX 20,1:07,1
20-Oct-23,pr33,PR 33,1:01,1
20-Oct-23,propane,PR 33A,1:01,1
20-Oct-23,safety glasses,CREKD110,1:10,1
20-Oct-23,safety glasses,HONS3851,1:03,1
20-Oct-23,safety glasses,RAD64051221,1:04,1
22-Oct-23,Argon,AR UHP300,1:02,1
22-Oct-23,hydrogen,HY UHP300,1:01,1
22-Oct-23,hydrogen,OX USP200,1:01,1
22-Oct-23,ox uspea,OX USPEA,1:01,1
23-Oct-23,7018,ESA248000675,1:01,1
23-Oct-23,acetylene,AC 3,1:04,1
23-Oct-23,acetylene,AC 5,1:02,1
23-Oct-23,Ar cd25125,AR CD25125,1:01,1
23-Oct-23,ar uhp300,AR UHP300,1:01,1
23-Oct-23,Argon,AR 60,2:04,1
23-Oct-23,Argon,AR UHP33A,2:13,1
23-Oct-23,Argon,AR UHP35,1:13,1
23-Oct-23,Argon,AR UHP80,3:05,1
23-Oct-23,cd 50,CD 50,1:01,1
23-Oct-23,cd usp50,CD USP50,1:01,1
23-Oct-23,co2,CD 160LT350,1:16,1
23-Oct-23,co2,CD I200,2:01,1
23-Oct-23,ear plugs,HONTRUSTFITPOD-30,3:18,1
23-Oct-23,ear plugs,MOL6604,1:01,1
23-Oct-23,ear plugs,MOL6615,2:08,1
23-Oct-23,ear plugs,MOL6622,3:16,1
23-Oct-23,ear plugs,MOL6654,1:10,1
23-Oct-23,gloves,RAD64056368,1:07,1
23-Oct-23,helium,HE UHP200,1:08,1
23-Oct-23,hydrogen,HY 200,1:02,1
23-Oct-23,leather gloves,PIP71-3600/XL,12:09,1
23-Oct-23,liquid nitrogen,NI 160LT22,1:08,1
23-Oct-23,liquid nitrogen,NI 180LT22,1:04,1
23-Oct-23,nitrile gloves,B137500PFXL,1:01,1
23-Oct-23,oxygen,OX UHP300,1:06,1
23-Oct-23,oxygen,OX USPEAWBPLUS,1:09,1
23-Oct-23,propane,CD 50,1:01,1
23-Oct-23,propane,WESWB-100,1:09,1
23-Oct-23,REGULATOR,RAD64003034,1:03,1
23-Oct-23,safety glasses,CREBK110,1:03,1
23-Oct-23,safety glasses,CREOG110AF,1:09,1
23-Oct-23,safety glasses,HONS2945,1:01,1
23-Oct-23,safety glasses,OCCGCZ-YS/M,1:06,1
23-Oct-23,soapstone,RAD64002291,1:06,1
23-Oct-23,soapstone,RAD64002294,1:10,1
23-Oct-23,tyvek,DPPTY120SWHXL00,1:02,1
23-Oct-23,tyvek,DPPTY127SWH2X00,1:01,1
23-Oct-23,tyvek,DPPTY127SWHXL00,1:07,1
23-Oct-23,welding jacket,MIL244751,1:01,1
23-Oct-23,welding jacket,TIL6230XL,1:11,1
24-Oct-23,7018,LINED032589,1:03,1
24-Oct-23,ai usp200,OX USPE,1:01,1
24-Oct-23,AI USPE,AI USPE,1:01,1
24-Oct-23,ar cd25300,AR CD25300,1:01,1
24-Oct-23,ar uhp300,AR UHP300,1:01,1
24-Oct-23,Argon,AR 300,1:01,1
24-Oct-23,Argon,AR UHP300,1:02,1
24-Oct-23,argon tank,AR 300,1:01,1
24-Oct-23,argon tank,RAD64005499,1:03,1
24-Oct-23,argon tank,RAD64005500,1:07,1
24-Oct-23,Cd uspe,A81MGT203PTP,1:07,1
24-Oct-23,Cd uspe,A81TAR159,1:02,1
24-Oct-23,Cd uspe,CD USPE,1:01,1
24-Oct-23,co2,AI USP300,1:04,1
24-Oct-23,cut resistant gloves,B13S-TEX581L-08,2:19,1
24-Oct-23,cut resistant gloves,PF32076-L,2:03,1
24-Oct-23,cut resistant gloves,PIP16-350/XL,5:06,1
24-Oct-23,cut resistant gloves,PIPHVY710HSNF/L,3:11,1
24-Oct-23,cut resistant gloves,PIPKS992K/M,4:11,1
24-Oct-23,cut resistant gloves,PIPM500L,4:02,1
24-Oct-23,cut resistant gloves,RAD64056918,1:04,1
24-Oct-23,cut resistant gloves,RAD64056938,1:10,1
24-Oct-23,dry ice,CD ICECB2,1:03,1
24-Oct-23,dry ice,CD ICEP3BL,1:01,1
24-Oct-23,ear plugs,MOL6845,1:04,1
24-Oct-23,flap disc,3MA051141-55605,1:02,1
24-Oct-23,Hard hat,HONP2ARW71A000,2:20,1
24-Oct-23,he uhp300,HE UHP300CT,1:02,1
24-Oct-23,helium,HE UHP300,1:01,1
24-Oct-23,ni 230lt22,NI 230LT22,1:01,1
24-Oct-23,ni 300,NI 300,1:02,1
24-Oct-23,nitrogen,NI NF200,1:04,1
24-Oct-23,nitrogen,NI UHP300,1:01,1
24-Oct-23,oxygen,OX UHP300,1:06,1
24-Oct-23,oxygen,OX USPE,1:10,1
24-Oct-23,propane,ACLFLUX300SMT,1:03,1
24-Oct-23,propane,PR 33A,1:01,1
24-Oct-23,REGULATOR,HCL5400613,1:01,1
24-Oct-23,tyvek,DPPTY120SWH2X00,1:04,1
24-Oct-23,tyvek,DPPTY127SWH2X00,1:01,1
24-Oct-23,welding gloves,RAD64056140,2:02,1
25-Oct-23,220842,TRE401-42-50C,1:04,1
25-Oct-23,7018,LINED032589,1:03,1
25-Oct-23,ac5,AC 5,1:01,1
25-Oct-23,acetylene,NI NF300,1:06,1
25-Oct-23,Ai B300,AI B300,1:01,1
25-Oct-23,ar cd25300,AR CD25300,1:01,1
25-Oct-23,cd 50,CD 50,1:01,1
25-Oct-23,cd fg20,CD FG20,1:01,1
25-Oct-23,co2,X02AI95C2000117,1:03,1
25-Oct-23,ear plugs,HONFUS30S-HP,1:17,1
25-Oct-23,gloves,MEG93861M,2:03,1
25-Oct-23,gloves,RAD64057178,3:05,1
25-Oct-23,gloves,RAD64057523,3:18,1
25-Oct-23,helium,HE BL200,1:03,1
25-Oct-23,liquid nitrogen,NI 230LT22,1:02,1
25-Oct-23,liquid nitrogen,NI 230LT350,2:08,1
25-Oct-23,liquid nitrogen,NI NF160LT22,1:05,1
25-Oct-23,ni 300,NI 300,1:02,1
25-Oct-23,ni nf230lt22,NI NF230LT22,1:01,1
25-Oct-23,NI UHP300,NI UHP300,1:01,1
25-Oct-23,NI UHP300,NI UHP300,1:02,1
25-Oct-23,NI UHP300,NI UHP300BA,1:02,1
25-Oct-23,NI UHP300,NI UHP300CT,1:03,1
25-Oct-23,nitrile gloves,K4555081,1:12,1
25-Oct-23,nitrile gloves,PIP63-332PF/S,2:05,1
25-Oct-23,OX USP200,OX USP200,1:01,1
25-Oct-23,oxygen,OX USPEAWBDS,1:01,1
25-Oct-23,pr 33,PR 33,1:01,1
25-Oct-23,PR 33A,PR 33A,1:01,1
25-Oct-23,welding gloves,PIP9051/XL,2:20,1
25-Oct-23,welding gloves,PIP945LHO,1:15,1
25-Oct-23,welding gloves,RAD64056448,2:08,1
